"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3,655641014E1	8,963897705E0	2,326873779E0	6,608581543E0	1,137713293E1
3,656034691E1	8,848983765E0	2,326873779E0	6,723510742E0	1,135449039E1
3,656428368E1	8,734054565E0	2,211959839E0	6,761810303E0	1,126492583E1
3,656825096E1	8,695755005E0	2,058731079E0	6,685195923E0	1,116003465E1
3,657218773E1	8,734054565E0	2,020416260E0	6,570281982E0	1,111460284E1
3,657612450E1	8,734054565E0	1,943801880E0	6,493667603E0	1,105575840E1
3,658006126E1	8,734054565E0	1,790573120E0	6,417053223E0	1,098491845E1
3,658399803E1	8,848983765E0	1,713958740E0	6,378738403E0	1,104221318E1
3,658796532E1	8,963897705E0	1,560729980E0	6,302124023E0	1,106815736E1
3,659190208E1	9,002212524E0	1,484115601E0	6,263824463E0	1,106697458E1
3,659583885E1	9,117126465E0	1,407501221E0	6,187210083E0	1,110786313E1
3,659977562E1	9,193740845E0	1,330886841E0	6,148895264E0	1,114024432E1
3,660371239E1	9,270355225E0	1,292587280E0	6,033981323E0	1,113639073E1
3,660767967E1	9,346969604E0	1,292587280E0	5,995666504E0	1,117965292E1
3,661161644E1	9,423583984E0	1,254272461E0	5,880752563E0	1,117856812E1
3,661555321E1	9,461898804E0	1,292587280E0	5,727523804E0	1,113565623E1
3,661948998E1	9,576812744E0	1,254272461E0	5,612594604E0	1,117093371E1
3,662342674E1	9,653427124E0	1,177658081E0	5,497680664E0	1,117139322E1
3,662739403E1	9,653427124E0	1,101043701E0	5,306137085E0	1,107050330E1
3,663133080E1	9,653427124E0	1,024429321E0	5,191223145E0	1,100849256E1
3,663526756E1	9,653427124E0	9,478149414E-1	5,037994385E0	1,093015992E1
3,663920433E1	9,576812744E0	7,562866211E-1	4,961380005E0	1,081215073E1
3,664314110E1	9,615127563E0	6,030578613E-1	4,808151245E0	1,076720369E1
3,664710838E1	9,615127563E0	5,264434814E-1	4,654922485E0	1,069561238E1
3,665104515E1	9,576812744E0	4,498291016E-1	4,654922485E0	1,065767291E1
3,665498192E1	9,691741943E0	4,115142822E-1	4,616607666E0	1,074301039E1
3,665891869E1	9,806655884E0	4,498291016E-1	4,693222046E0	1,088113868E1
3,666285545E1	9,998199463E0	4,115142822E-1	4,731536865E0	1,106891041E1
3,666682274E1	1,041957092E1	4,498291016E-1	4,769836426E0	1,146826682E1
3,667075951E1	1,084095764E1	1,816711426E-1	4,731536865E0	1,182991158E1
3,667469627E1	1,110910034E1	6,675720215E-2	4,769836426E0	1,208999200E1
3,667863304E1	1,145387268E1	6,675720215E-2	4,693222046E0	1,237828700E1
3,668256981E1	1,191355896E1	-1,247863770E-1	4,731536865E0	1,281935645E1
3,668653709E1	1,241154480E1	-8,647155762E-2	4,693222046E0	1,326952353E1
3,669047386E1	1,271800232E1	1,050567627E-1	4,616607666E0	1,353039860E1
3,669441063E1	1,317768860E1	2,966003418E-1	4,693222046E0	1,399163256E1
3,669834740E1	1,344584656E1	6,413574219E-1	4,846450806E0	1,430699879E1
3,670228416E1	1,359907532E1	8,329010010E-1	4,999679565E0	1,451293800E1
3,670625145E1	1,382891846E1	9,478149414E-1	5,191223145E0	1,480155859E1
3,671018822E1	1,402044678E1	9,478149414E-1	5,535980225E0	1,510358759E1
3,671412499E1	1,428860474E1	7,945861816E-1	5,650909424E0	1,538597965E1
3,671806175E1	1,451844788E1	4,498291016E-1	5,689208984E0	1,559983249E1
3,672199852E1	1,467167664E1	-9,857177734E-3	5,650909424E0	1,572230803E1
3,672596580E1	1,455674744E1	-5,078582764E-1	5,382751465E0	1,552838785E1
3,672990257E1	1,428860474E1	-9,675445557E-1	5,229522705E0	1,524625447E1
3,673383934E1	1,398214722E1	-1,235702515E0	4,923065186E0	1,487494445E1
3,673777611E1	1,356076050E1	-1,388931274E0	4,769836426E0	1,444211532E1
3,674171288E1	1,313938904E1	-1,427230835E0	4,616607666E0	1,399977137E1
3,674568016E1	1,260308838E1	-1,465545654E0	4,386764526E0	1,342495303E1
3,674961693E1	1,202847290E1	-1,427230835E0	4,386764526E0	1,288273462E1
3,675355370E1	1,153048706E1	-1,388931274E0	4,425079346E0	1,242829792E1
3,675749046E1	1,095587158E1	-1,235702515E0	4,463378906E0	1,189452959E1
3,676142723E1	1,038127136E1	-1,235702515E0	4,693222046E0	1,145967229E1
3,676539452E1	9,883270264E0	-1,120773315E0	4,961380005E0	1,111532525E1
3,676933128E1	9,346969604E0	-1,005859375E0	5,421066284E0	1,085198385E1
3,677326805E1	9,002212524E0	-9,292449951E-1	5,727523804E0	1,071017533E1
3,677720482E1	8,657440186E0	-8,526306152E-1	5,995666504E0	1,056533323E1
3,678114159E1	8,465911865E0	-7,760162354E-1	6,417053223E0	1,065140540E1
3,678510887E1	8,197753906E0	-6,610870361E-1	6,646896362E0	1,057456554E1
3,678904564E1	7,929595947E0	-5,461730957E-1	6,723510742E0	1,041068651E1
3,679298241E1	7,776367188E0	-5,461730957E-1	6,876739502E0	1,039517859E1
3,679691917E1	7,623138428E0	-5,078582764E-1	6,915039062E0	1,030475253E1
3,680088646E1	7,431610107E0	-6,227874756E-1	6,953353882E0	1,019636324E1
3,680482323E1	7,354995728E0	-6,227874756E-1	6,953353882E0	1,014065859E1
3,680875999E1	7,240066528E0	-6,994018555E-1	6,876739502E0	1,000985876E1
3,681269676E1	7,240066528E0	-7,760162354E-1	6,723510742E0	9,910921311E0
3,681663353E1	7,201766968E0	-8,143157959E-1	6,570281982E0	9,782492678E0
3,682060082E1	7,278381348E0	-8,526306152E-1	6,378738403E0	9,715457664E0
3,682453758E1	7,316680908E0	-8,526306152E-1	6,225509644E0	9,644571986E0
3,682847435E1	7,393295288E0	-9,292449951E-1	6,110595703E0	9,636580894E0
3,683241112E1	7,316680908E0	-1,005859375E0	5,995666504E0	9,512811857E0
3,683634788E1	7,393295288E0	-9,292449951E-1	5,880752563E0	9,492500313E0
3,684031517E1	7,431610107E0	-8,909301758E-1	5,765823364E0	9,448137617E0
3,684425194E1	7,508224487E0	-8,909301758E-1	5,727523804E0	9,485342400E0
3,684818871E1	7,508224487E0	-8,526306152E-1	5,612594604E0	9,412843997E0
3,685212547E1	7,508224487E0	-6,994018555E-1	5,497680664E0	9,332046431E0
3,685606224E1	7,508224487E0	-6,610870361E-1	5,267837524E0	9,195682857E0
3,686002953E1	7,469909668E0	-5,461730957E-1	5,152908325E0	9,091222124E0
3,686396629E1	7,431610107E0	-4,312438965E-1	5,114608765E0	9,031833862E0
3,686790306E1	7,316680908E0	-2,780151367E-1	5,037994385E0	8,887772463E0
3,687183983E1	7,278381348E0	-2,397155762E-1	4,961380005E0	8,811787001E0
3,687577660E1	7,278381348E0	-2,014007568E-1	4,693222046E0	8,662663013E0
3,687974388E1	7,125152588E0	-1,630859375E-1	4,539993286E0	8,450203279E0
3,688368065E1	7,163452148E0	-1,247863770E-1	4,310150146E0	8,361101160E0
3,688761742E1	7,125152588E0	-8,647155762E-2	4,156921387E0	8,249561937E0
3,689155418E1	7,086837769E0	-4,817199707E-2	4,042007446E0	8,158640469E0
3,689549095E1	7,048538208E0	6,675720215E-2	3,888778687E0	8,050400429E0
3,689945824E1	7,125152588E0	1,050567627E-1	3,850463867E0	8,099685692E0
3,690339500E1	7,048538208E0	1,050567627E-1	3,735549927E0	7,977923354E0
3,690733177E1	7,048538208E0	1,433715820E-1	3,735549927E0	7,978519884E0
3,691126854E1	7,010223389E0	1,816711426E-1	3,735549927E0	7,945474789E0
3,691520531E1	6,971923828E0	1,816711426E-1	3,735549927E0	7,911703958E0
3,691918460E1	7,048538208E0	2,199859619E-1	3,735549927E0	7,980264278E0
3,692312136E1	7,086837769E0	2,199859619E-1	3,735549927E0	8,014112342E0
3,692705813E1	7,086837769E0	2,966003418E-1	3,773849487E0	8,034499441E0
3,693099490E1	7,201766968E0	3,348999023E-1	3,927078247E0	8,209722831E0
3,693493166E1	7,240066528E0	2,966003418E-1	4,003692627E0	8,278652653E0
3,693889895E1	7,278381348E0	3,348999023E-1	4,195236206E0	8,407556114E0
3,694283572E1	7,354995728E0	3,732147217E-1	4,386764526E0	8,571986607E0
3,694677249E1	7,393295288E0	3,732147217E-1	4,539993286E0	8,683987764E0
3,695070925E1	7,469909668E0	4,115142822E-1	4,808151245E0	8,893099170E0
3,695464602E1	7,469909668E0	4,498291016E-1	4,961380005E0	8,978707492E0
3,695861331E1	7,546524048E0	4,498291016E-1	5,152908325E0	9,149034683E0
3,696255007E1	7,546524048E0	6,030578613E-1	5,344451904E0	9,266977401E0
3,696648684E1	7,661453247E0	6,413574219E-1	5,574295044E0	9,496418822E0
3,697042361E1	7,776367188E0	6,796722412E-1	5,689208984E0	9,659241164E0
3,697436038E1	7,699752808E0	7,562866211E-1	5,957366943E0	9,764649694E0
3,697832766E1	7,699752808E0	7,562866211E-1	6,148895264E0	9,882665416E0
3,698226443E1	7,623138428E0	9,095153809E-1	6,187210083E0	9,860072329E0
3,698620120E1	7,584838867E0	9,861297607E-1	6,302124023E0	9,910549922E0
3,699013796E1	7,469909668E0	1,139358521E0	6,263824463E0	9,814947029E0
3,699407473E1	7,431610107E0	1,177658081E0	6,302124023E0	9,814910827E0
3,699801150E1	7,393295288E0	1,292587280E0	6,225509644E0	9,751336699E0
3,700197879E1	7,316680908E0	1,369201660E0	6,263824463E0	9,728516310E0
3,700591555E1	7,316680908E0	1,445816040E0	6,340438843E0	9,789043276E0
3,700985232E1	7,240066528E0	1,599044800E0	6,455352783E0	9,830925041E0
3,701378909E1	7,240066528E0	1,752273560E0	6,608581543E0	9,958030728E0
3,701772586E1	7,316680908E0	1,867187500E0	6,723510742E0	1,011067779E1
3,702169314E1	7,316680908E0	1,982116699E0	6,838424683E0	1,020914581E1
3,702562991E1	7,393295288E0	2,058731079E0	6,953353882E0	1,035607643E1
3,702956668E1	7,508224487E0	2,173645020E0	6,991653442E0	1,048720103E1
3,703350344E1	7,623138428E0	2,250259399E0	6,953353882E0	1,056054151E1
3,703744021E1	7,738067627E0	2,288574219E0	6,953353882E0	1,065196661E1
3,704140750E1	7,814682007E0	2,250259399E0	6,915039062E0	1,067476873E1
3,704534426E1	7,929595947E0	2,173645020E0	6,761810303E0	1,064543579E1
3,704928103E1	8,082839966E0	2,058731079E0	6,608581543E0	1,064161762E1
3,705321780E1	8,197753906E0	1,905502319E0	6,340438843E0	1,053732760E1
3,705715457E1	8,427597046E0	1,752273560E0	6,263824463E0	1,064567290E1
3,706112185E1	8,580825806E0	1,560729980E0	6,110595703E0	1,064921732E1
3,706505862E1	8,772369385E0	1,407501221E0	6,110595703E0	1,078308417E1
3,706899539E1	9,040512085E0	1,215972900E0	6,033981323E0	1,093701876E1
3,707293215E1	9,270355225E0	1,024429321E0	5,995666504E0	1,108769400E1
3,707686892E1	9,461898804E0	8,712005615E-1	5,957366943E0	1,121502297E1
3,708083621E1	9,653427124E0	6,796722412E-1	5,919052124E0	1,134397583E1
3,708477297E1	9,844970703E0	4,881286621E-1	5,919052124E0	1,149769089E1
3,708870974E1	9,921585083E0	3,732147217E-1	5,957366943E0	1,157874608E1
3,709264651E1	9,921585083E0	2,582855225E-1	5,880752563E0	1,153636913E1
3,709658328E1	9,998199463E0	2,582855225E-1	5,957366943E0	1,164134549E1
3,710055056E1	9,883270264E0	2,966003418E-1	5,880752563E0	1,150435803E1
3,710448733E1	9,768356323E0	3,348999023E-1	5,957366943E0	1,144653503E1
3,710842410E1	9,653427124E0	4,498291016E-1	5,995666504E0	1,137273135E1
3,711236086E1	9,538513184E0	6,030578613E-1	5,957366943E0	1,126219932E1
3,711629763E1	9,423583984E0	7,179718018E-1	6,148895264E0	1,127512003E1
3,712026492E1	9,346969604E0	8,329010010E-1	6,187210083E0	1,124015718E1
3,712420168E1	9,346969604E0	9,095153809E-1	6,302124023E0	1,130972264E1
3,712813845E1	9,346969604E0	9,095153809E-1	6,378738403E0	1,135259277E1
3,713207522E1	9,423583984E0	8,712005615E-1	6,378738403E0	1,141276606E1
3,713601199E1	9,500198364E0	7,562866211E-1	6,378738403E0	1,146795719E1
3,713994876E1	9,538513184E0	6,030578613E-1	6,302124023E0	1,144830467E1
3,714391604E1	9,653427124E0	4,881286621E-1	6,187210083E0	1,147643209E1
3,714785281E1	9,653427124E0	3,348999023E-1	6,148895264E0	1,145031555E1
3,715178958E1	9,576812744E0	3,348999023E-1	5,995666504E0	1,130378331E1
3,715572634E1	9,461898804E0	4,115142822E-1	5,880752563E0	1,114809956E1
3,715966311E1	9,270355225E0	4,881286621E-1	5,765823364E0	1,092805905E1
3,716363040E1	9,155441284E0	6,413574219E-1	5,574295044E0	1,073807290E1
3,716756716E1	9,078826904E0	7,945861816E-1	5,267837524E0	1,052647032E1
3,717150393E1	9,270355225E0	8,712005615E-1	5,076293945E0	1,060505713E1
3,717544070E1	9,500198364E0	8,329010010E-1	4,769836426E0	1,066296547E1
3,717937747E1	9,730041504E0	6,413574219E-1	4,386764526E0	1,069246230E1
3,718334475E1	9,998199463E0	4,881286621E-1	4,156921387E0	1,083892326E1
3,718728152E1	1,007481384E1	2,966003418E-1	3,965393066E0	1,083116743E1
3,719121829E1	1,018972778E1	1,433715820E-1	3,888778687E0	1,090750693E1
3,719515505E1	1,015142822E1	1,433715820E-1	3,965393066E0	1,089937579E1
3,719909182E1	1,022804260E1	1,433715820E-1	3,965393066E0	1,097076812E1
3,720305911E1	1,026634216E1	1,816711426E-1	4,003692627E0	1,102090470E1
3,720699587E1	1,030465698E1	2,199859619E-1	4,080307007E0	1,108527197E1
3,721093264E1	1,030465698E1	2,199859619E-1	4,233535767E0	1,114258383E1
3,721486941E1	1,022804260E1	2,582855225E-1	4,463378906E0	1,116249605E1
3,721880618E1	1,018972778E1	2,966003418E-1	4,693222046E0	1,122251564E1
3,722274294E1	1,007481384E1	4,115142822E-1	4,923065186E0	1,122086399E1
3,722671023E1	9,959884644E0	5,647430420E-1	5,267837524E0	1,128132745E1
3,723064700E1	9,730041504E0	7,179718018E-1	5,535980225E0	1,121767660E1
3,723458376E1	9,653427124E0	9,478149414E-1	5,804138184E0	1,130376169E1
3,723852053E1	9,576812744E0	1,139358521E0	6,110595703E0	1,141721770E1
3,724245730E1	9,500198364E0	1,369201660E0	6,302124023E0	1,148238866E1
3,724642458E1	9,461898804E0	1,560729980E0	6,455352783E0	1,156005997E1
3,725036135E1	9,308670044E0	1,752273560E0	6,417053223E0	1,144117007E1
3,725429812E1	9,232055664E0	1,867187500E0	6,455352783E0	1,141879243E1
3,725823489E1	9,155441284E0	1,982116699E0	6,531967163E0	1,142004758E1
3,726217166E1	9,040512085E0	2,058731079E0	6,608581543E0	1,138606967E1
3,726613894E1	8,963897705E0	2,058731079E0	6,685195923E0	1,137021021E1
3,727007571E1	8,925598145E0	2,097030640E0	6,761810303E0	1,139236228E1
3,727401248E1	8,963897705E0	2,097030640E0	6,723510742E0	1,139976299E1
3,727794924E1	9,040512085E0	2,097030640E0	6,761810303E0	1,148261620E1
3,728188601E1	9,117126465E0	2,020416260E0	6,646896362E0	1,146234305E1
3,728585330E1	9,155441284E0	1,943801880E0	6,570281982E0	1,143543074E1
3,728979006E1	9,193740845E0	1,867187500E0	6,455352783E0	1,138783735E1
3,729372683E1	9,232055664E0	1,752273560E0	6,455352783E0	1,140056551E1
3,729766360E1	9,232055664E0	1,599044800E0	6,455352783E0	1,137802160E1
3,730160037E1	9,232055664E0	1,407501221E0	6,493667603E0	1,137451671E1
3,730556765E1	9,193740845E0	1,215972900E0	6,455352783E0	1,129933805E1
3,730950442E1	9,117126465E0	1,101043701E0	6,417053223E0	1,120325240E1
3,731344119E1	9,155441284E0	9,478149414E-1	6,263824463E0	1,113355088E1
3,731737795E1	9,078826904E0	8,329010010E-1	6,225509644E0	1,103973697E1
3,732131472E1	9,002212524E0	6,796722412E-1	6,072280884E0	1,087999907E1
3,732528201E1	8,925598145E0	6,030578613E-1	6,033981323E0	1,079068634E1
3,732921878E1	8,810668945E0	5,647430420E-1	5,957366943E0	1,065068274E1
3,733315554E1	8,695755005E0	5,647430420E-1	5,995666504E0	1,057748111E1
3,733709231E1	8,657440186E0	6,030578613E-1	5,995666504E0	1,054812619E1
3,734102908E1	8,580825806E0	6,413574219E-1	6,263824463E0	1,064318598E1
3,734499636E1	8,504211426E0	6,796722412E-1	6,378738403E0	1,065231759E1
3,734893313E1	8,350982666E0	6,796722412E-1	6,455352783E0	1,057697714E1
3,735286990E1	8,236068726E0	6,413574219E-1	6,646896362E0	1,060308439E1
3,735680666E1	8,159454346E0	6,413574219E-1	6,838424683E0	1,066546233E1
3,736074343E1	8,044525146E0	6,796722412E-1	6,953353882E0	1,065483315E1
3,736471072E1	7,852981567E0	7,179718018E-1	7,029968262E0	1,056433892E1
3,736864749E1	7,699752808E0	7,179718018E-1	7,106582642E0	1,050262794E1
3,737258425E1	7,623138428E0	7,562866211E-1	7,144882202E0	1,047537830E1
3,737652102E1	7,508224487E0	8,329010010E-1	7,221496582E0	1,045070198E1
3,738045779E1	7,393295288E0	8,712005615E-1	7,144882202E0	1,031838879E1
3,738442507E1	7,240066528E0	9,861297607E-1	7,183197021E0	1,024643034E1
3,738836184E1	7,086837769E0	9,095153809E-1	7,259811401E0	1,018603698E1
3,739229861E1	6,933609009E0	9,095153809E-1	7,259811401E0	1,008003044E1
3,739623538E1	6,780380249E0	9,095153809E-1	7,298110962E0	1,000315941E1
3,740017214E1	6,665466309E0	8,712005615E-1	7,259811401E0	9,894053422E0
3,740413943E1	6,588851929E0	9,095153809E-1	7,144882202E0	9,761635603E0
3,740807620E1	6,473922729E0	9,095153809E-1	7,029968262E0	9,599966015E0
3,741201296E1	6,397308350E0	9,478149414E-1	6,761810303E0	9,356601191E0
3,741594973E1	6,244079590E0	9,095153809E-1	6,608581543E0	9,137236900E0
3,741988650E1	6,167465210E0	9,095153809E-1	6,493667603E0	9,001808945E0
3,742385379E1	6,014236450E0	9,478149414E-1	6,225509644E0	8,707833460E0
3,742779055E1	5,937622070E0	1,024429321E0	6,033981323E0	8,527235302E0
3,743172732E1	5,822708130E0	1,062744141E0	5,727523804E0	8,236375659E0
3,743566409E1	5,746093750E0	1,101043701E0	5,535980225E0	8,054623993E0
3,743960086E1	5,707778931E0	1,101043701E0	5,306137085E0	7,870586275E0
3,744353762E1	5,746093750E0	1,177658081E0	5,229522705E0	7,858268236E0
3,744750491E1	5,746093750E0	1,215972900E0	5,114608765E0	7,788158081E0
3,745144168E1	5,746093750E0	1,215972900E0	5,076293945E0	7,763049897E0
3,745537844E1	5,822708130E0	1,254272461E0	5,037994385E0	7,801186884E0
3,745931521E1	5,899322510E0	1,254272461E0	5,076293945E0	7,883144404E0
3,746328250E1	6,129165649E0	1,292587280E0	5,152908325E0	8,111098424E0
3,746721926E1	6,320693970E0	1,215972900E0	5,191223145E0	8,269132971E0
3,747115603E1	6,473922729E0	1,215972900E0	5,306137085E0	8,458448816E0
3,747509280E1	6,627151489E0	1,215972900E0	5,535980225E0	8,720367194E0
3,747902957E1	6,780380249E0	1,215972900E0	5,727523804E0	8,958609007E0
3,748299685E1	6,933609009E0	1,215972900E0	5,919052124E0	9,197211644E0
3,748693362E1	7,010223389E0	1,254272461E0	6,033981323E0	9,334096741E0
3,749087039E1	7,125152588E0	1,177658081E0	6,148895264E0	9,484913859E0
3,749480715E1	7,240066528E0	1,101043701E0	6,263824463E0	9,636719227E0
3,749874392E1	7,354995728E0	1,101043701E0	6,302124023E0	9,748078097E0
3,750271121E1	7,393295288E0	1,062744141E0	6,378738403E0	9,822349207E0
3,750664797E1	7,431610107E0	1,139358521E0	6,417053223E0	9,884611206E0
3,751058474E1	7,584838867E0	1,101043701E0	6,378738403E0	9,971478400E0
3,751452151E1	7,738067627E0	1,177658081E0	6,493667603E0	1,017016657E1
3,751845828E1	7,852981567E0	1,215972900E0	6,570281982E0	1,031099001E1
3,752242556E1	7,814682007E0	1,177658081E0	6,685195923E0	1,035123075E1
3,752636233E1	7,776367188E0	1,215972900E0	6,876739502E0	1,045179520E1
3,753029910E1	7,738067627E0	1,177658081E0	7,106582642E0	1,057204266E1
3,753423586E1	7,776367188E0	1,292587280E0	7,183197021E0	1,066494200E1
3,753817263E1	7,891296387E0	1,292587280E0	7,106582642E0	1,069798380E1
3,754213992E1	7,967910767E0	1,254272461E0	7,221496582E0	1,082639433E1
3,754607668E1	7,929595947E0	1,177658081E0	7,336425781E0	1,086685390E1
3,755001345E1	7,929595947E0	1,139358521E0	7,374725342E0	1,088867318E1
3,755395022E1	7,852981567E0	1,177658081E0	7,374725342E0	1,083710164E1
3,755788699E1	7,891296387E0	1,215972900E0	7,259811401E0	1,079147860E1
3,756185427E1	7,929595947E0	1,215972900E0	7,298110962E0	1,084525268E1
3,756579104E1	7,891296387E0	1,254272461E0	7,259811401E0	1,079586123E1
3,756972781E1	7,852981567E0	1,369201660E0	7,183197021E0	1,073044044E1
3,757366458E1	7,661453247E0	1,407501221E0	7,144882202E0	1,057015928E1
3,757760134E1	7,546524048E0	1,445816040E0	7,144882202E0	1,049236632E1
3,758156863E1	7,469909668E0	1,407501221E0	7,221496582E0	1,048478054E1
3,758550540E1	7,469909668E0	1,445816040E0	7,029968262E0	1,035907275E1
3,758944216E1	7,393295288E0	1,484115601E0	6,991653442E0	1,028331815E1
3,759337893E1	7,354995728E0	1,484115601E0	7,029968262E0	1,028197525E1
3,759731570E1	7,278381348E0	1,445816040E0	7,068267822E0	1,024820126E1
3,760128298E1	7,278381348E0	1,445816040E0	7,068267822E0	1,024820126E1
3,760521975E1	7,201766968E0	1,484115601E0	7,106582642E0	1,022602383E1
3,760915652E1	7,163452148E0	1,369201660E0	7,144882202E0	1,020975522E1
3,761309329E1	7,086837769E0	1,369201660E0	7,221496582E0	1,021019077E1
3,761703005E1	6,971923828E0	1,330886841E0	7,259811401E0	1,015302138E1
3,762099734E1	7,010223389E0	1,292587280E0	7,298110962E0	1,020178599E1
3,762493411E1	6,933609009E0	1,177658081E0	7,298110962E0	1,013529654E1
3,762887087E1	6,933609009E0	1,139358521E0	7,336425781E0	1,015855378E1
3,763280764E1	7,010223389E0	1,139358521E0	7,413040161E0	1,026618401E1
3,763674441E1	6,856994629E0	1,101043701E0	7,527954102E0	1,024210747E1
3,764071170E1	6,703765869E0	9,861297607E-1	7,451339722E0	1,007151391E1
3,764464846E1	6,320693970E0	8,329010010E-1	7,413040161E0	9,777426081E0
3,764858523E1	6,244079590E0	6,796722412E-1	7,336425781E0	9,657827267E0
3,765252200E1	6,359008789E0	6,413574219E-1	7,336425781E0	9,729926791E0
3,765645876E1	6,512237549E0	6,413574219E-1	7,374725342E0	9,859368697E0
3,766042605E1	6,588851929E0	6,413574219E-1	7,374725342E0	9,910140410E0
3,766436282E1	6,550537109E0	6,030578613E-1	7,413040161E0	9,910922239E0
3,766829958E1	6,512237549E0	6,030578613E-1	7,413040161E0	9,885650262E0
3,767223635E1	6,359008789E0	5,647430420E-1	7,221496582E0	9,638772763E0
3,767617312E1	6,205780029E0	4,881286621E-1	7,106582642E0	9,447406639E0
3,768014041E1	6,014236450E0	3,732147217E-1	6,991653442E0	9,230035058E0
3,768407717E1	5,784393311E0	2,966003418E-1	6,800125122E0	8,932462114E0
3,768801394E1	5,631164551E0	2,199859619E-1	6,646896362E0	8,714335274E0
3,769195071E1	5,477935791E0	1,433715820E-1	6,531967163E0	8,526132239E0
3,769588748E1	5,439636230E0	1,816711426E-1	6,378738403E0	8,385162511E0
3,769985476E1	5,439636230E0	1,433715820E-1	6,263824463E0	8,297330573E0
3,770379153E1	5,363021851E0	1,816711426E-1	6,110595703E0	8,132305185E0
3,770772830E1	5,401321411E0	1,816711426E-1	6,072280884E0	8,128952732E0
3,771166506E1	5,439636230E0	1,816711426E-1	6,187210083E0	8,240401406E0
3,771560183E1	5,401321411E0	2,582855225E-1	6,148895264E0	8,188400171E0
3,771956912E1	5,439636230E0	2,582855225E-1	6,187210083E0	8,242446381E0
3,772350588E1	5,516250610E0	2,199859619E-1	6,187210083E0	8,292103667E0
3,772744265E1	5,631164551E0	1,433715820E-1	6,302124023E0	8,452652650E0
3,773137942E1	5,669479370E0	6,675720215E-2	6,417053223E0	8,563061655E0
3,773531619E1	5,822708130E0	-4,817199707E-2	6,608581543E0	8,807928276E0
3,773925295E1	5,899322510E0	-2,014007568E-1	6,646896362E0	8,889533148E0
3,774322024E1	5,937622070E0	-3,546295166E-1	6,723510742E0	8,977010340E0
3,774715701E1	6,014236450E0	-4,695587158E-1	6,991653442E0	9,234432485E0
3,775109378E1	6,129165649E0	-6,227874756E-1	7,068267822E0	9,376297020E0
3,775503054E1	6,167465210E0	-7,760162354E-1	7,221496582E0	9,528370333E0
3,775896731E1	6,205780029E0	-8,526306152E-1	7,336425781E0	9,646855860E0
3,776293460E1	6,244079590E0	-8,526306152E-1	7,527954102E0	9,817616913E0
3,776687136E1	6,244079590E0	-8,143157959E-1	7,681198120E0	9,932393704E0
3,777080813E1	6,129165649E0	-7,760162354E-1	7,796112061E0	9,947272793E0
3,777474490E1	5,899322510E0	-7,760162354E-1	7,872726440E0	9,868334656E0
3,777868166E1	5,784393311E0	-6,994018555E-1	7,911041260E0	9,825117950E0
3,778264895E1	5,861007690E0	-6,610870361E-1	7,949340820E0	9,898508307E0
3,778658572E1	5,899322510E0	-5,844726562E-1	7,872726440E0	9,855122321E0
3,779052249E1	5,899322510E0	-4,695587158E-1	7,872726440E0	9,848975229E0
3,779445925E1	5,975936890E0	-2,780151367E-1	7,796112061E0	9,826926141E0
3,779839602E1	5,937622070E0	-1,630859375E-1	7,872726440E0	9,862138433E0
3,780236331E1	5,937622070E0	-4,817199707E-2	7,796112061E0	9,799848961E0
3,780630007E1	5,899322510E0	2,844238281E-2	7,834426880E0	9,807194277E0
3,781023684E1	5,822708130E0	1,816711426E-1	7,796112061E0	9,732229839E0
3,781417361E1	5,861007690E0	3,348999023E-1	7,757812500E0	9,728680480E0
3,781814089E1	5,822708130E0	4,115142822E-1	7,796112061E0	9,739231860E0
3,782207766E1	5,861007690E0	4,881286621E-1	7,719497681E0	9,704654820E0
3,782601443E1	5,937622070E0	4,881286621E-1	7,796112061E0	9,811879978E0
3,782995120E1	5,861007690E0	4,498291016E-1	7,796112061E0	9,763868118E0
3,783388796E1	5,861007690E0	4,115142822E-1	7,681198120E0	9,670654565E0
3,783785525E1	5,861007690E0	3,732147217E-1	7,719497681E0	9,699553846E0
3,784179202E1	5,937622070E0	2,582855225E-1	7,681198120E0	9,711996284E0
3,784572879E1	6,090850830E0	2,199859619E-1	7,642883301E0	9,775506269E0
3,784966555E1	6,205780029E0	1,050567627E-1	7,681198120E0	9,875401119E0
3,785363284E1	6,473922729E0	2,844238281E-2	7,796112061E0	1,013369862E1
3,785756960E1	6,665466309E0	-4,817199707E-2	7,872726440E0	1,031555056E1
3,786150637E1	6,818695068E0	-4,817199707E-2	7,872726440E0	1,041521697E1
3,786544314E1	6,818695068E0	-1,247863770E-1	7,872726440E0	1,041585309E1
3,786937991E1	6,742080688E0	-8,647155762E-2	7,796112061E0	1,030739990E1
3,787334719E1	6,665466309E0	-1,630859375E-1	7,949340820E0	1,037531000E1
3,787728396E1	6,588851929E0	-1,630859375E-1	7,949340820E0	1,032625713E1
3,788122073E1	6,512237549E0	-1,630859375E-1	8,025955200E0	1,033691404E1
3,788515750E1	6,435623169E0	-2,014007568E-1	8,179183960E0	1,040946003E1
3,788909426E1	6,512237549E0	-2,397155762E-1	8,217498779E0	1,048780185E1
3,789306155E1	6,473922729E0	-2,397155762E-1	8,140884399E0	1,040399625E1
